ファイル名,アプリ名,価格表示有無,税込表示方式,計価単位,価格の視覚階層,ポイント表示有無,ポイント表示方式,ポイント表示位置,割引表示有無,割引表示方式,取消ポリシー有無,取消ポリシー表示方式,人数選択有無,児童選択有無,人数表示方式,評価表示有無,評価表示方式,CTA文言,特記事項,エラー
IMG_1520.PNG,Rakuten,あり,"6,702円～（税込）",表示なし,"単一価格のみ表示（「6,702円～（税込）」の緑色テキストで最安値表示）",あり,"ポイント 4,557 / あなたはポイント 1% + 3.5% UPのチャンス！",ヘッダー右上にポイント残高、検索結果エリア上部にポイントアップ告知バナー,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,★ 4.01,"地図検索, 検索",Bonusプログラムの「レベル0／あと2回宿泊でレベル1」という進捗表示と「お得なBonus対象施設を見る」リンクが本地化観点で注目すべきロイヤルティ訴求表現として存在する。,
IMG_1521.PNG,Rakuten,なし,該当なし,表示なし,該当なし,あり,"ポイント 4,557",ヘッダー右上（ベル通知アイコンの左）,なし,該当なし,なし,該当なし,あり,あり,1部屋 ｜ 大人1人 ｜ 子供0人,なし,該当なし,"地図検索, 検索",絞り込み条件として「温泉宿」「朝食」「夕食」「禁煙」「喫煙」「高級宿」「ビジネス」「ペット」「ボーナスプログラム対象」「ふるさと納税」「予算 下限なし - 上限なし」が選択タグとして表示されており、宿泊特化の日本語ローカライズフィルター体系が確認できる。,
IMG_1522.PNG,Rakuten,あり,1室あたり料金消費税込み,1室あたり,"上限・下限なしのスライダー形式（具体的な価格数値は非表示、上限は200,000円と注記のみ）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,"クリアする, 確定する","予算フィルター画面で「下限なし」「上限なし」という表現を使用し、上限キャップ値を「上限は200,000円」と明示している点が本地化上の特徴。",
IMG_1523.PNG,Rakuten,あり,該当なし,表示なし,"予算フィルターとして「予算 下限なし - 119,385円」と単一表示のみ",あり,"ポイント 4,557",ヘッダー右上,なし,該当なし,なし,該当なし,あり,あり,1部屋 ／ 大人1人 ／ 子供0人,なし,該当なし,"地図検索, 検索",検索フィルターとして「禁煙」「高級宿」が選択済み（緑塗り）で表示されており、「温泉宿」「朝食」「夕食」「喫煙」「ビジネス」「ペット」「ボーナスプログラム対象」「ふるさと納税」の絞り込みタグが並ぶ構成は、日本特有の旅館・ホテル文化に対応したローカライズ項目として注目に値する。,
IMG_1524.PNG,Rakuten,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,あり,「客室」1、「大人」1、「小学校高学年」0、「小学校低学年」0、「幼児 食事・布団付」0、「幼児 食事のみ」0,なし,該当なし,確定する,子供区分が「小学校高学年」「小学校低学年」「幼児（食事・布団付）」「幼児（食事のみ）」と日本の宿泊慣習に基づき細分化されており、食事・布団の有無まで人数選択段階で区別している点が本地化観点で特徴的。,
IMG_1525.PNG,Rakuten,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,確定する,"日付選択画面にて「チェックイン」「チェックアウト」のラベルは日本語表記、日付は「May 6, 2026 (Wed)」「May 13, 2026 (Wed)」と英語混在表記（曜日も英語略称）になっており、右上に「日付未指定」という緑色テキストリンクが存在する。",
IMG_1526.PNG,Rakuten,なし,該当なし,表示なし,価格表示なし（この画面では価格未表示）,あり,「Bonus レベル0 あと2回宿泊でレベル1」「Bonus対象」「Bonus ボーナスプログラムとは」,画面上部バナー帯・ホテルカード左上バッジ・件数表示の右,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,「★ 4.21　86件」,「詳細を見る」「地図上に表示」,「ふるさと納税で旅行にいこう！いま寄付してもクーポンは3年間有効！」という日本固有の税制優遇制度（ふるさと納税）を旅行クーポンと連携させた訴求バナーが表示されており、ローカライズ上の重要な差別化要素となっている。また検索条件に「高級宿×（選択済みフィルター）」「禁煙ルー（途中切れ）」が適用されている。,
IMG_1527.PNG,Rakuten,あり,"合計 8,926円",表示なし,"「合計 8,926円」を通常表示し、その下に赤字で「-1,699円（楽天会員限定クーポン2枚 適用済み）」を表示",あり,81 ポイント (1%),割引表示の直下（CTAボタンの上）,あり,"「-1,699円（楽天会員限定クーポン2枚 適用済み）」を赤字で表示",なし,該当なし,なし,なし,該当なし,なし,該当なし,"予約へ, すべてのプランを見る",「並べ替え」モーダルに「おすすめ順」「料金安い順」「料金高い順」「評価高い順」の4ソートオプションが表示されており、「おすすめ順」が現在選択中（緑ラジオボタン）。フィルターには「高級宿」「禁煙ルー（禁煙ルーム等、切れて見えない）」のタグが適用済み。,
IMG_1528.PNG,Rakuten,あり,1室あたり料金消費税込み,1室あたり,"スライダーで範囲指定（下限なし／上限なし）、上限は200,000円",あり,楽天トラベルボーナスプログラム対象宿,絞り込みセクション内のフィルター項目として表示,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,確定する,人気の絞り込みとして「朝食あり」「夕食あり」「禁煙ルーム」「喫煙ルーム」「シングル」「ダブル」「ツイン」が並列表示されており、「禁煙ルーム」が選択済み（緑色）状態になっている点が本地化観点で注目される。,
IMG_1529.PNG,Rakuten,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,確定する,絞り込み画面に表示されるフィルターラベルとして「旅館」「民宿」「温泉宿」「すべての高級宿」「最高級宿」「高級宿」「サステナブルトラベル宿」「食事なし」「朝食あり」「夕食あり」「部屋で朝食」「部屋で夕食」「個室で朝食」「個室で夕食（一部切れ）」が使用されており、宿タイプ・食事スタイルの日本語表現が本地化観点で参考になる。,
IMG_1530.PNG,Rakuten,あり,大人1人／1泊／1室の料金（税込）,大人1人／1泊／1室,"小さなグレー字で元値「合計 13,800円」＋大きな黒字で割引後価格「合計 10,902円」",あり,99 ポイント（1%）,割引表示の直下,あり,"元値に取消線なし・グレー字で「合計 13,800円」→大きく「合計 10,902円」＋赤字帯で「-2,898円（楽天会員限定クーポン3枚 適用済み）」",なし,該当なし,あり,なし,大人1人／1泊／1室,あり,★ 4.45　937 件,該当なし,「当日予約限定」「Bonus対象」「ふるさと納税対象」「高級宿」など複数の訴求ラベルが併用されており、プロモーション訴求の多層構造が特徴的。,
IMG_1531.PNG,Rakuten,あり,大人1人／1泊／1室の料金（税込）,大人1人／1泊／1室,"小さなグレー字で元値「合計13,800円」＋大きな黒字で割引後価格「合計10,902円」",あり,99 ポイント（1%）,割引表示の直下、CTAボタンの上,あり,"元値に取消線なし・グレー字で「合計13,800円」表示＋クーポン適用額「-2,898円（楽天会員限定クーポン3枚 適用済み）」を別行で明示",なし,該当なし,あり,なし,大人1人／1泊／1室,なし,該当なし,"予約へ, すべてのプランを見る",「当日予約限定」ラベルや「2025年リニューアル」訴求、「ふるさと納税で寄付金額の30%クーポン」など日本固有の制度・訴求軸が複数併存している点が本地化観点で特徴的。,
IMG_1532.PNG,Rakuten,あり,該当なし,表示なし,"「寄付金額 20,000円」単一表示のみ（クーポン情報テーブル内）",なし,該当なし,該当なし,あり,「寄付金額の最大30%クーポン」バッジ表示,あり,「寄付のキャンセルはできません」「クーポンの再発行・予約期間の延長はできません」,なし,なし,該当なし,なし,該当なし,宿泊施設はこちら,ふるさと納税×旅行予約の返礼品クーポン訴求画面であり、「予約期間は寄付日の翌々日から3年間有効」「対象施設は寄付金額ごとに異なります」など、通常の宿泊予約にない税制優遇特有の注意表記が複数存在する点が本地化上の重要ポイント。,
IMG_1533.PNG,Rakuten,なし,該当なし,表示なし,価格表示なし（現在表示範囲内に価格数値が存在しない）,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,あり,1 人1 👤0（アイコン＋数値形式：部屋1・大人1・子供0）,なし,該当なし,該当なし,「Bonus レベル0 あと2回宿泊でレベル1」というロイヤルティステータス表示があり、宿泊回数による段階制であることが明示されている点、および「禁煙ルーム」フィルターがタグ形式（×付き）で選択済み状態として表示されている点が本地化観点で注目される。,
