ファイル名,アプリ名,ページ種別,業界,レイアウト,主要カラー,UIコンポーネント,フロー種別,UI状態,情報密度,注目ポイント,エラー
agoda-416-1752448316417-10.webp,Agoda,ホーム,宿泊/旅行,カード式,"白, 紺, 赤, オレンジ(星), 紫(プログレスバー)","カード, カルーセル, タグ・ラベル, バッジ, レーティング, ボトムナビ, ツールバー, リスト","検索, 選択",通常状態,高,「期間限定セール（割引率バッジ付き）」と「最近チェックした宿泊施設」の2セクションを縦に並べ、各セクション内は横スクロール可能なカルーセル形式でホテル情報（価格・評価・予約数）を表示している。,
agoda-416-1752448316743-11.webp,Agoda,ホーム,旅行,カード式,"白, 青, 赤, オレンジ, 紫","ボタン, ボトムナビ, タブ・セグメントコントロール, カード, カルーセル, バナー・アラート, タグ・ラベル, バッジ","検索, 選択",通常状態,高,「おトク情報」「航空券・遊び体験プロモーション」「VIPステータス」「ダナンの宿泊先」の4セクションが縦並びで構成され、各セクション内にカルーセル形式のバナーカードが横スクロール可能な形で配置されている。,
agoda-416-1752448317113-12.webp,Agoda,おすすめ・類似アイテム,旅行,グリッド,"ホワイト, ブルー, グレー","ボタン, タグ・ラベル, カード, ボトムナビ, バッジ, ツールバー","検索, 選択",通常状態,中,ダナンの宿泊先を2カラムのグリッドレイアウトで表示し、上部にフィルタタグ（おすすめ・ビーチ・優れたサービス）を横スクロール形式で配置している。,
agoda-416-1752448317775-14.webp,Agoda,プロモーション,旅行,全画面,"白, 青, オレンジ, ゴールド","ボタン, ダイアログ, バナー・アラート, タグ・ラベル, バッジ, ボトムナビ, 検索フィールド, カード",選択,通常状態,低,モーダルダイアログ形式で割引クーポン取得を促すポップアップが画面中央に表示され、トランクとコインのイラストによる視覚的訴求と24時間限定の緊急性メッセージを組み合わせたプロモーション構成になっている。,
agoda-416-1752448319150-18.webp,Agoda,クーポン・リワード,旅行,カード式,"白, 水色, 青","テキストフィールド, ボタン, カード, リスト, タグ・ラベル, ツールバー","選択, 購入・予約",通常状態,低,プロモコード入力フィールドと、アプリ予約回数に応じた最大7%割引クーポン2枚をカード形式で一覧表示する構成になっている。,
agoda-416-1752448319454-19.webp,Agoda,クーポン・リワード,宿泊・旅行,カード式,"グリーン（#00BF6F）, ホワイト, ライトグレー","テキストフィールド, ボタン, カード, バナー・アラート, タグ・ラベル, ツールバー","選択, 購入・予約",通常状態,中,"2枚のクーポン（4回目・5回目のアプリ予約、各Up to 7%オフ、有効期限2025年9月30日）をカード形式で一覧表示し、推定割引額¥2,596と最大割引クーポンの自動適用の告知バナー、プロモコード入力フィールドを上部に配置した構成。",
agoda-416-1752448320213-21.webp,Agoda,クーポン・リワード,旅行,カード式,"ブルー (#1B6FD8), ホワイト, ライトブルー (背景)",テキストフィールド/ボタン/検索フィールド/カード/リスト/タグ・ラベル/ツールバー,選択/購入・予約,通常状態,中,プロモーコード入力フィールドと既存クーポン一覧（4回目・5回目のアプリ予約用、最大7%割引、有効期限2025年9月30日）が同一画面に共存し、コード入力と既存クーポン適用の2経路を提供している。,
agoda-416-1752448351486-29.webp,Agoda,検索,旅行,カード式,"ピンク, ブルー, ホワイト","タブ・セグメントコントロール, 検索フィールド, 日付・時間選択, ステッパー, チェックボックス, ボタン, カード, タグ・ラベル, バッジ",検索,通常状態,中,宿泊とデイユースのタブ切替、チェックイン・アウト日付、部屋数・人数、期間限定割引オプション（最大20% OFF）を1画面に集約した検索フォームと、下部に割引クーポンカルーセルを併置した構成。,
agoda-416-1752448351835-30.webp,Agoda,検索,旅行,タブ切替,"ピンク, ホワイト, ブルー, ライトグレー","タブ・セグメントコントロール, 検索フィールド, 日付・時間選択, ステッパー, ボタン, カード, カルーセル, バナー・アラート, タグ・ラベル",検索,通常状態,中,「宿泊」と「デイユース」の2タブ構成で、デイユース選択時に日帰り短時間利用の説明バナーが表示され、場所・日付・人数の3ステップ入力フォームと割引クーポンカルーセルが同一画面に配置されている。,
agoda-416-1752448352152-31.webp,Agoda,検索,旅行,リスト式,"白, 赤, 青, ダークグレー","タブ・セグメントコントロール, 検索フィールド, 日付・時間選択, シート, リスト, バナー・アラート, ツールバー, タグ・ラベル","検索, 選択",通常状態,中,ボトムシートで「日帰り・デイユース（4〜12時間）」の機能説明が3項目のアイコン付きリストで表示され、背景の検索画面ではタブ切替で「宿泊」と「デイユース」の2モードが選択可能な構成になっている。,
agoda-416-1752448353823-36.webp,Agoda,カレンダー,旅行,全画面,"ブルー (#1A73E8系), ホワイト, ブラック","ボタン, 日付・時間選択, ツールチップ, ツールバー","編集, 選択, 購入・予約",通常状態,低,チェックイン日(8/25)からチェックアウト日(8/29)までの範囲が青いハイライトで視覚的に強調され、選択中の泊数(4泊)がツールチップとボトムボタンの両方に同時表示される二重フィードバック構造になっている。,
agoda-416-1752448354599-38.webp,Agoda,検索,旅行,カード式,ピンク／ホワイト／ブルー,"検索フィールド, 日付・時間選択, ステッパー, チェックボックス, ボタン, タグ・ラベル, カード, タブ・セグメントコントロール, バッジ, ツールバー",検索,通常状態,中,宿泊／デイユースのタブ切替、目的地・日程・人数の入力フォーム、期間限定割引チェックボックス（最大20% OFF）、割引クーポンカルーセルが1画面内に縦並びで配置されている。,
agoda-416-1752448355295-40.webp,Agoda,検索結果,旅行,カード式,"白, 緑, 赤, 青","検索フィールド, カード, カルーセル, バナー・アラート, タグ・ラベル, バッジ, レーティング, ボタン, ツールバー, フロートボタン","検索, フィルタ・並び替え, 購入・予約",通常状態,高,検索結果カードに残室数警告・割引率・クーポン適用済み表示・星評価・クチコミ件数・SNS映えランキングバッジを同時表示し、上部に60分限定10%OFFの時間制限バナーを配置している。,
agoda-416-1752448355695-41.webp,Agoda,検索結果,宿泊旅行,カード式,"ブルー, ホワイト, レッド, オレンジ","検索フィールド, カード, カルーセル, タグ・ラベル, バッジ, レーティング, ボタン, ツールバー, ドロップダウン, バナー・アラート","検索, フィルタ・並び替え, 購入・予約",通常状態,高,各ホテルカードに割引率・クーポン適用済み価格・口コミ件数・受賞バッジを重畳表示し、価格比較情報を一画面に高密度で集約している。,
agoda-416-1752448356129-42.webp,Agoda,検索結果,宿泊/旅行,カード式,ホワイト、ブルー、オレンジ（星評価）、グレー,検索フィールド、ボタン、カード、カルーセル、タグ・ラベル、バッジ、レーティング、ツールバー、バナー・アラート,検索、フィルタ・並び替え、購入・予約,パーシャルステート,高,SOLD OUTバッジと過去30日間の平均予約料金を併記したカードレイアウトに加え、長期滞在割引（最大20% OFF）の訴求バナーを検索結果上部に配置している。,
agoda-416-1752448356508-43.webp,Agoda,検索結果,旅行,カード式,"白, 赤, 青, オレンジ","カード, カルーセル, タグ・ラベル, バッジ, レーティング, ボタン, 検索フィールド, ツールバー, ドロップダウン","検索, フィルタ・並び替え",通常状態,高,各ホテルカードに割引率・元値・割引後価格・キャッシュバック適用額を重畳表示し、価格訴求情報を多層的に提示している。,
agoda-416-1752448358319-48.webp,Agoda,設定,旅行,リスト式,"ホワイト, ブラック, ブルー（#1A73E8系）, ライトグレー","チェックボックス, 検索フィールド, リスト, ツールバー, タグ・ラベル","設定変更, 選択",通常状態,中,料金表示方法の選択（合計/1泊平均）と通貨選択（推奨通貨＋全通貨リスト）を1画面にまとめたモーダルシート構成で、現在選択中の項目がチェックマークと青色テキストで強調表示されている。,
